Time (s)	COARSE-SANDSTONE-1's OIP (m3)	COARSE-SANDSTONE-1's WIP (m3)	FAULT's OIP (m3)	FAULT's WIP (m3)	FINE-SANDSTONE-1's OIP (m3)	FINE-SANDSTONE-1's WIP (m3)	GRAINSTONE-1's OIP (m3)	GRAINSTONE-1's WIP (m3)	GRAINSTONE-2's OIP (m3)	GRAINSTONE-2's WIP (m3)	GRAINSTONE-3's OIP (m3)	GRAINSTONE-3's WIP (m3)	GRAINSTONE-4's OIP (m3)	GRAINSTONE-4's WIP (m3)	GRAINSTONE-5's OIP (m3)	GRAINSTONE-5's WIP (m3)	GRAINSTONE-6's OIP (m3)	GRAINSTONE-6's WIP (m3)	GRAINSTONE-7's OIP (m3)	GRAINSTONE-7's WIP (m3)	GRAINSTONE-8's OIP (m3)	GRAINSTONE-8's WIP (m3)	GRAINSTONE-9's OIP (m3)	GRAINSTONE-9's WIP (m3)	MARL-1's OIP (m3)	MARL-1's WIP (m3)	MARL-2's OIP (m3)	MARL-2's WIP (m3)	MARL-3's OIP (m3)	MARL-3's WIP (m3)	MARL-4's OIP (m3)	MARL-4's WIP (m3)	MARL-5's OIP (m3)	MARL-5's WIP (m3)	MARL-6's OIP (m3)	MARL-6's WIP (m3)	MARL-7's OIP (m3)	MARL-7's WIP (m3)	MARL-8's OIP (m3)	MARL-8's WIP (m3)	MEDIUM-SANDSTONE-1's OIP (m3)	MEDIUM-SANDSTONE-1's WIP (m3)	MEDIUM-SANDSTONE-2's OIP (m3)	MEDIUM-SANDSTONE-2's WIP (m3)	MEDIUM-SANDSTONE-3's OIP (m3)	MEDIUM-SANDSTONE-3's WIP (m3)	MUDSTONE-1's OIP (m3)	MUDSTONE-1's WIP (m3)	MUDSTONE-2's OIP (m3)	MUDSTONE-2's WIP (m3)	MUDSTONE-3's OIP (m3)	MUDSTONE-3's WIP (m3)	MUDSTONE-4's OIP (m3)	MUDSTONE-4's WIP (m3)	MUDSTONE-5's OIP (m3)	MUDSTONE-5's WIP (m3)	Model's OIP (m3)	Model's WIP (m3)	PACKSTONE-1's OIP (m3)	PACKSTONE-1's WIP (m3)	TOP-SEAL's OIP (m3)	TOP-SEAL's WIP (m3)	UNKNOWN-1's OIP (m3)	UNKNOWN-1's WIP (m3)	UNKNOWN-2's OIP (m3)	UNKNOWN-2's WIP (m3)	UNKNOWN-3's OIP (m3)	UNKNOWN-3's WIP (m3)	WACKSTONE-1's OIP (m3)	WACKSTONE-1's WIP (m3)	WELL-1's OIP (m3)	WELL-1's WIP (m3)	WELL-2's OIP (m3)	WELL-2's WIP (m3)	
0	7.79705	39.301	7.55205	67.9685	27.5851	119.592	3.75655	37.9829	11.6467	117.761	8.69353	44.3158	9.30199	57.1408	6.98725	82.5929	18.3216	54.9647	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	107.912	722.182	118.314	791.793	121.477	812.96	149.197	998.474	24.3073	162.672	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.25754	28.4928	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1219.61	8028.5	1.80766	13.6424	0	0.148528	195.617	1309.13	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.70621	0	
1	7.79705	39.301	7.55205	67.9685	27.5851	119.592	3.75655	37.9829	11.6467	117.761	8.69353	44.3158	9.30199	57.1408	6.98725	82.5929	18.3216	54.9647	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	107.912	722.182	118.314	791.793	121.477	812.96	149.197	998.474	24.3073	162.672	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.25754	28.4928	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1219.61	8028.5	1.80766	13.6424	0	0.148528	195.617	1309.13	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.70621	1.08208e-008	
2.592e+006	7.79705	39.301	7.55205	67.9685	27.5851	119.592	4.84461	36.8949	14.8509	114.556	9.2335	43.7758	10.7727	55.6701	8.8789	80.7013	19.8035	53.4828	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	111.104	718.99	121.087	789.019	123.179	811.258	151.586	996.085	25.7867	161.193	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.30576	28.4446	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1242.13	8005.99	1.80766	13.6424	1.87521e-008	0.148528	196.879	1307.87	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.7	0.0062184	
5.184e+006	7.79705	39.301	7.55205	67.9685	27.5851	119.592	5.60133	36.1382	17.2114	112.196	9.67295	43.3364	11.5005	54.9422	11.5327	78.0475	20.2439	53.0424	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	114.336	715.759	123.96	786.146	125.15	809.287	154.416	993.255	26.8201	160.159	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.49705	28.2533	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1264.65	7983.47	1.80766	13.6424	4.51407e-007	0.148528	199.897	1304.85	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.69031	0.0159036	
7.776e+006	7.79705	39.301	7.55205	67.9685	27.5851	119.592	6.29647	35.443	19.3233	110.084	10.0408	42.9685	12.1363	54.3065	12.7933	76.7868	20.8142	52.4721	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	117.462	712.632	126.613	783.493	127.273	807.164	158.851	988.82	27.5125	159.467	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.6826	28.0677	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1287.16	7960.96	1.80766	13.6424	5.50455e-007	0.148527	203.553	1301.19	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.69331	0.012908	
1.0368e+007	7.79705	39.301	7.55205	67.9685	27.5851	119.592	6.95053	34.789	21.1715	108.236	10.4972	42.5121	12.9366	53.5062	13.8228	75.7574	21.9917	51.2946	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	120.643	709.451	129.088	781.019	129.298	805.139	162.426	985.245	28.658	158.321	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.74134	28.009	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1309.68	7938.44	1.80766	13.6424	8.01158e-007	0.148527	207.682	1297.06	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.65574	0.0504729	
1.296e+007	7.79705	39.301	7.55205	67.9685	27.5851	119.592	7.52533	34.2142	22.773	106.634	10.8639	42.1454	13.8655	52.5772	14.7766	74.8035	23.156	50.1303	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	123.879	706.215	131.535	778.571	131.342	803.094	165.121	982.55	29.8101	157.169	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.78063	27.9697	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1332.2	7915.92	1.80766	13.6424	8.83627e-007	0.148527	212.947	1291.8	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.70163	0.0045831	
1.5552e+007	7.79705	39.301	7.55205	67.9685	27.5851	119.592	8.0854	33.6541	24.6899	104.718	11.2221	41.7873	14.7598	51.6829	15.8151	73.765	24.2585	49.0278	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	126.846	703.248	133.788	776.318	133.361	801.076	167.436	980.235	30.8423	156.137	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.8319	27.9184	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1354.71	7893.41	1.80766	13.6424	9.07177e-007	0.148527	218.952	1285.79	44.6904	299.082	190.94	1277.83	1.28255	10.3769	0	8.56027	2.70713	-0.000919568	
1.8144e+007	7.79705	39.301	7.55205	67.9685	27.5851	119.592	8.66301	33.0765	26.4061	103.001	11.639	41.3703	15.6567	50.7861	16.9303	72.6499	25.208	48.0783	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	129.547	700.547	136.318	773.789	135.237	799.199	169.742	977.929	31.5641	155.415	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.89633	27.854	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1377.23	7870.89	1.80766	13.6424	9.64362e-007	0.148527	225.597	1279.15	44.6904	299.082	190.94	1277.83	1.28401	10.3755	0	8.56027	2.70545	0.000766068	
2.0736e+007	7.79705	39.301	7.55205	67.9685	27.5851	119.592	9.23024	32.5092	28.0662	101.341	12.0544	40.955	16.5404	49.9024	17.9588	71.6213	26.0613	47.225	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	132.056	698.039	138.954	771.152	137.068	797.369	172.05	975.621	32.122	154.857	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.97666	27.7737	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1399.75	7848.37	1.80766	13.6424	1.02842e-006	0.148527	232.78	1271.97	44.6904	299.082	190.94	1277.83	1.28533	10.3742	0	8.56027	2.70704	-0.000823235	
