Time (s)	COARSE-SANDSTONE-1's OIP (m3)	COARSE-SANDSTONE-1's WIP (m3)	FAULT's OIP (m3)	FAULT's WIP (m3)	FINE-SANDSTONE-1's OIP (m3)	FINE-SANDSTONE-1's WIP (m3)	GRAINSTONE-1's OIP (m3)	GRAINSTONE-1's WIP (m3)	GRAINSTONE-2's OIP (m3)	GRAINSTONE-2's WIP (m3)	GRAINSTONE-3's OIP (m3)	GRAINSTONE-3's WIP (m3)	GRAINSTONE-4's OIP (m3)	GRAINSTONE-4's WIP (m3)	GRAINSTONE-5's OIP (m3)	GRAINSTONE-5's WIP (m3)	GRAINSTONE-6's OIP (m3)	GRAINSTONE-6's WIP (m3)	GRAINSTONE-7's OIP (m3)	GRAINSTONE-7's WIP (m3)	GRAINSTONE-8's OIP (m3)	GRAINSTONE-8's WIP (m3)	GRAINSTONE-9's OIP (m3)	GRAINSTONE-9's WIP (m3)	MARL-1's OIP (m3)	MARL-1's WIP (m3)	MARL-2's OIP (m3)	MARL-2's WIP (m3)	MARL-3's OIP (m3)	MARL-3's WIP (m3)	MARL-4's OIP (m3)	MARL-4's WIP (m3)	MARL-5's OIP (m3)	MARL-5's WIP (m3)	MARL-6's OIP (m3)	MARL-6's WIP (m3)	MARL-7's OIP (m3)	MARL-7's WIP (m3)	MARL-8's OIP (m3)	MARL-8's WIP (m3)	MEDIUM-SANDSTONE-1's OIP (m3)	MEDIUM-SANDSTONE-1's WIP (m3)	MEDIUM-SANDSTONE-2's OIP (m3)	MEDIUM-SANDSTONE-2's WIP (m3)	MEDIUM-SANDSTONE-3's OIP (m3)	MEDIUM-SANDSTONE-3's WIP (m3)	MUDSTONE-1's OIP (m3)	MUDSTONE-1's WIP (m3)	MUDSTONE-2's OIP (m3)	MUDSTONE-2's WIP (m3)	MUDSTONE-3's OIP (m3)	MUDSTONE-3's WIP (m3)	MUDSTONE-4's OIP (m3)	MUDSTONE-4's WIP (m3)	MUDSTONE-5's OIP (m3)	MUDSTONE-5's WIP (m3)	Model's OIP (m3)	Model's WIP (m3)	PACKSTONE-1's OIP (m3)	PACKSTONE-1's WIP (m3)	TOP-SEAL's OIP (m3)	TOP-SEAL's WIP (m3)	UNKNOWN-1's OIP (m3)	UNKNOWN-1's WIP (m3)	UNKNOWN-2's OIP (m3)	UNKNOWN-2's WIP (m3)	UNKNOWN-3's OIP (m3)	UNKNOWN-3's WIP (m3)	WACKSTONE-1's OIP (m3)	WACKSTONE-1's WIP (m3)	WELL-1's OIP (m3)	WELL-1's WIP (m3)	WELL-2's OIP (m3)	WELL-2's WIP (m3)	
0	7.79248	39.278	7.55216	67.9694	27.565	119.506	3.76618	38.0802	11.6453	117.747	8.70098	44.3538	9.30351	57.1502	6.98777	82.599	18.3024	54.9073	9.86135	60.5769	5.81846	58.8311	1.22701	16.3017	107.857	721.813	118.348	792.022	121.468	812.899	149.162	998.237	24.3276	162.808	19.7007	131.843	64.0059	428.347	1.86209	12.4617	23.7658	110	23.9622	110.909	1.91661	8.87104	4.26774	28.561	1.23032	11.0729	0.544733	8.53414	0.91951	7.43967	0.596921	6.03553	1221.3	8028.41	1.80369	13.6125	0	0.148515	195.616	1309.12	44.7387	299.405	190.968	1278.02	1.28321	10.3823	0	8.56027	4.43715	0	
1	7.79248	39.278	7.55216	67.9694	27.565	119.506	3.76618	38.0802	11.6453	117.747	8.70098	44.3538	9.30351	57.1502	6.98777	82.599	18.3024	54.9073	9.86135	60.5769	5.81846	58.8311	1.22701	16.3017	107.857	721.813	118.348	792.022	121.468	812.899	149.162	998.237	24.3276	162.808	19.7007	131.843	64.0059	428.347	1.86209	12.4617	23.7658	110	23.9622	110.909	1.91661	8.87104	4.26774	28.561	1.23032	11.0729	0.544733	8.53414	0.91951	7.43967	0.596921	6.03553	1221.3	8028.41	1.80369	13.6125	0	0.148515	195.616	1309.12	44.7387	299.405	190.968	1278.02	1.28321	10.3823	0	8.56027	4.43715	8.49395e-017	
2.592e+006	7.79248	39.278	7.55216	67.9694	27.565	119.506	3.87469	37.9717	12.1107	117.282	8.82163	44.2331	9.58233	56.8713	12.974	76.6128	19.5225	53.6872	9.86135	60.5769	5.81846	58.8311	1.22701	16.3017	108.282	721.388	118.585	791.786	121.678	812.688	150.257	997.143	25.0187	162.116	19.7007	131.843	64.0059	428.347	1.86209	12.4617	23.7658	110	23.9622	110.909	1.91661	8.87104	4.35262	28.4761	1.23032	11.0729	0.544733	8.53414	0.91951	7.43967	0.596921	6.03553	1233.27	8016.45	1.80369	13.6125	4.10237e-011	0.148515	196.638	1308.1	44.7387	299.405	190.968	1278.02	1.28321	10.3823	0	8.56027	4.45453	-0.0173851	
5.184e+006	7.79248	39.278	7.55216	67.9694	27.565	119.506	3.98049	37.8659	12.5008	116.891	8.94042	44.1143	9.82938	56.6243	19.8123	69.7745	20.5782	52.6316	9.86135	60.5769	5.81846	58.8311	1.22701	16.3017	108.427	721.243	118.609	791.761	121.69	812.677	150.62	996.779	25.6331	161.502	19.7007	131.843	64.0059	428.347	1.86209	12.4617	23.7658	110	23.9622	110.909	1.91661	8.87104	4.59301	28.2357	1.23032	11.0729	0.544733	8.53414	0.91951	7.43967	0.596921	6.03553	1245.23	8004.48	1.80369	13.6125	1.67518e-010	0.148515	198.443	1306.3	44.7387	299.405	190.968	1278.02	1.28321	10.3823	0	8.56027	4.45453	-0.0173851	
7.776e+006	7.79248	39.278	7.55216	67.9694	27.565	119.506	4.08515	37.7613	12.8024	116.59	9.04007	44.0147	10.0295	56.4241	25.4996	64.0871	21.5662	51.6435	9.86135	60.5769	5.81846	58.8311	1.22701	16.3017	108.48	721.19	118.598	791.773	121.687	812.68	152.2	995.2	26.2248	160.91	19.7007	131.843	64.0059	428.347	1.86209	12.4617	23.7658	110	23.9622	110.909	1.91661	8.87104	5.2226	27.6062	1.23032	11.0729	0.544733	8.53414	0.91951	7.43967	0.596921	6.03553	1257.19	7992.52	1.80369	13.6125	3.76212e-010	0.148515	200.18	1304.56	44.7387	299.405	190.968	1278.02	1.28321	10.3823	0	8.56027	4.45814	-0.0209939	
1.0368e+007	7.79248	39.278	7.88455	67.6371	27.565	119.506	4.18718	37.6592	13.0678	116.325	9.12201	43.9328	10.2328	56.2209	29.5758	60.0109	22.7166	50.4932	9.86135	60.5769	5.81846	58.8311	1.22701	16.3017	108.537	721.132	118.59	791.78	121.7	812.666	154.887	992.512	26.7435	160.392	19.7007	131.843	64.0059	428.347	1.86209	12.4617	23.7658	110	23.9622	110.909	1.91661	8.87104	5.87795	26.9508	1.23032	11.0729	0.544733	8.53414	0.91951	7.43967	0.596921	6.03553	1269.15	7980.56	1.80369	13.6125	6.64049e-010	0.148515	202.006	1302.73	44.7387	299.405	190.968	1278.02	1.28321	10.3823	0	8.56027	4.45687	-0.019724	
1.296e+007	7.79248	39.278	9.17094	66.3507	27.565	119.506	4.29237	37.5541	13.3162	116.076	9.19362	43.8611	10.6744	55.7793	32.1517	57.4351	24.0834	49.1264	9.86135	60.5769	5.81846	58.8311	1.22701	16.3017	108.596	721.074	118.585	791.786	121.725	812.642	157.317	990.083	27.6019	159.533	19.7007	131.843	64.0059	428.347	1.86209	12.4617	23.7658	110	23.9622	110.909	1.91661	8.87104	6.36736	26.4614	1.23032	11.0729	0.544733	8.53414	0.91951	7.43967	0.596921	6.03553	1281.11	7968.6	1.80369	13.6125	1.03276e-009	0.148515	204.017	1300.72	44.7387	299.405	190.968	1278.02	1.28321	10.3823	0	8.56027	4.45636	-0.0192119	
1.5552e+007	7.79248	39.278	10.1496	65.372	27.565	119.506	4.40138	37.445	13.553	115.839	9.26322	43.7915	11.2799	55.1738	34.3152	55.2715	25.4914	47.7183	9.86135	60.5769	5.81846	58.8311	1.22701	16.3017	108.657	721.013	118.582	791.788	121.825	812.541	159.941	987.458	28.4875	158.648	19.7007	131.843	64.0059	428.347	1.86209	12.4617	23.7658	110	23.9622	110.909	1.91661	8.87104	6.62733	26.2014	1.23032	11.0729	0.544733	8.53414	0.91951	7.43967	0.596921	6.03553	1293.07	7956.64	1.80369	13.6125	1.48314e-009	0.148515	206.477	1298.26	44.7387	299.405	190.968	1278.02	1.28321	10.3823	0	8.56027	4.45636	-0.0192119	
1.8144e+007	7.79248	39.278	11.0934	64.4282	27.565	119.506	4.50895	37.3375	13.7824	115.61	9.33276	43.722	11.9585	54.4952	35.5011	54.0857	26.7671	46.4426	9.86135	60.5769	5.81846	58.8311	1.22701	16.3017	108.727	720.943	118.585	791.786	121.92	812.447	163.358	984.041	29.3869	157.748	19.7007	131.843	64.0059	428.347	1.86209	12.4617	23.7658	110	23.9622	110.909	1.91661	8.87104	6.81104	26.0177	1.23032	11.0729	0.544733	8.53414	0.91951	7.43967	0.596921	6.03553	1305.03	7944.68	1.80369	13.6125	2.01583e-009	0.148515	209.282	1295.46	44.7387	299.405	190.968	1278.02	1.28321	10.3823	0	8.56027	4.45636	-0.0192119	
2.0736e+007	7.79248	39.278	12.0063	63.5153	27.565	119.506	4.6148	37.2316	14.0091	115.383	9.39985	43.6549	12.6317	53.822	36.3173	53.2695	28.1767	45.0331	9.86135	60.5769	5.81846	58.8311	1.22701	16.3017	108.803	720.867	118.592	791.778	122.01	812.356	166.813	980.587	30.2126	156.923	19.7007	131.843	64.0059	428.347	1.86209	12.4617	23.7658	110	23.9622	110.909	1.91661	8.87104	6.9238	25.905	1.23032	11.0729	0.544733	8.53414	0.91951	7.43967	0.596921	6.03553	1316.99	7932.72	1.80369	13.6125	2.62751e-009	0.148515	212.464	1292.28	44.7387	299.405	190.968	1278.02	1.28321	10.3823	0	8.56027	4.45636	-0.0192119	
