Time (s)	COARSE-SANDSTONE-1's OIP (m3)	COARSE-SANDSTONE-1's WIP (m3)	FAULT's OIP (m3)	FAULT's WIP (m3)	FINE-SANDSTONE-1's OIP (m3)	FINE-SANDSTONE-1's WIP (m3)	GRAINSTONE-1's OIP (m3)	GRAINSTONE-1's WIP (m3)	GRAINSTONE-2's OIP (m3)	GRAINSTONE-2's WIP (m3)	GRAINSTONE-3's OIP (m3)	GRAINSTONE-3's WIP (m3)	GRAINSTONE-4's OIP (m3)	GRAINSTONE-4's WIP (m3)	GRAINSTONE-5's OIP (m3)	GRAINSTONE-5's WIP (m3)	GRAINSTONE-6's OIP (m3)	GRAINSTONE-6's WIP (m3)	GRAINSTONE-7's OIP (m3)	GRAINSTONE-7's WIP (m3)	GRAINSTONE-8's OIP (m3)	GRAINSTONE-8's WIP (m3)	GRAINSTONE-9's OIP (m3)	GRAINSTONE-9's WIP (m3)	MARL-1's OIP (m3)	MARL-1's WIP (m3)	MARL-2's OIP (m3)	MARL-2's WIP (m3)	MARL-3's OIP (m3)	MARL-3's WIP (m3)	MARL-4's OIP (m3)	MARL-4's WIP (m3)	MARL-5's OIP (m3)	MARL-5's WIP (m3)	MARL-6's OIP (m3)	MARL-6's WIP (m3)	MARL-7's OIP (m3)	MARL-7's WIP (m3)	MARL-8's OIP (m3)	MARL-8's WIP (m3)	MEDIUM-SANDSTONE-1's OIP (m3)	MEDIUM-SANDSTONE-1's WIP (m3)	MEDIUM-SANDSTONE-2's OIP (m3)	MEDIUM-SANDSTONE-2's WIP (m3)	MEDIUM-SANDSTONE-3's OIP (m3)	MEDIUM-SANDSTONE-3's WIP (m3)	MUDSTONE-1's OIP (m3)	MUDSTONE-1's WIP (m3)	MUDSTONE-2's OIP (m3)	MUDSTONE-2's WIP (m3)	MUDSTONE-3's OIP (m3)	MUDSTONE-3's WIP (m3)	MUDSTONE-4's OIP (m3)	MUDSTONE-4's WIP (m3)	MUDSTONE-5's OIP (m3)	MUDSTONE-5's WIP (m3)	Model's OIP (m3)	Model's WIP (m3)	PACKSTONE-1's OIP (m3)	PACKSTONE-1's WIP (m3)	TOP-SEAL's OIP (m3)	TOP-SEAL's WIP (m3)	UNKNOWN-1's OIP (m3)	UNKNOWN-1's WIP (m3)	UNKNOWN-2's OIP (m3)	UNKNOWN-2's WIP (m3)	UNKNOWN-3's OIP (m3)	UNKNOWN-3's WIP (m3)	WACKSTONE-1's OIP (m3)	WACKSTONE-1's WIP (m3)	WELL-1's OIP (m3)	WELL-1's WIP (m3)	WELL-2's OIP (m3)	WELL-2's WIP (m3)	
0	7.79705	39.301	7.55205	67.9685	27.5851	119.592	3.75655	37.9829	11.6467	117.761	8.69353	44.3158	9.30199	57.1408	6.98725	82.5929	18.3216	54.9647	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	107.912	722.182	118.314	791.793	121.477	812.96	149.197	998.474	24.3073	162.672	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.25754	28.4928	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1219.61	8028.5	1.80766	13.6424	0	0.148528	195.617	1309.13	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.70621	0	
1	7.79705	39.301	7.55205	67.9685	27.5851	119.592	3.75655	37.9829	11.6467	117.761	8.69353	44.3158	9.30199	57.1408	6.98725	82.5929	18.3216	54.9647	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	107.912	722.182	118.314	791.793	121.477	812.96	149.197	998.474	24.3073	162.672	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.25754	28.4928	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1219.61	8028.5	1.80766	13.6424	0	0.148528	195.617	1309.13	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.70621	4.34606e-008	
2.592e+006	7.79705	39.301	7.55205	67.9685	27.5851	119.592	4.41335	37.3261	13.5282	115.879	9.05887	43.9505	10.2389	56.2039	7.91301	81.6672	19.3572	53.9291	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	109.474	720.62	119.452	790.655	122.32	812.117	150.182	997.489	24.9897	161.99	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.25754	28.4928	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1230.91	8017.21	1.80766	13.6424	1.71665e-009	0.148528	195.914	1308.83	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.69084	0.0153698	
5.184e+006	7.79705	39.301	7.55205	67.9685	27.5851	119.592	4.99073	36.7488	15.1693	114.238	9.33583	43.6735	11.0454	55.3973	8.8975	80.6827	20.0312	53.2551	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	110.914	719.18	120.862	789.245	123.085	811.352	151.294	996.378	25.7391	161.24	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.25754	28.4928	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1242.2	8005.92	1.80766	13.6424	3.85117e-008	0.148528	196.755	1307.99	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.70601	0.000202894	
7.776e+006	7.79705	39.301	7.55205	67.9685	27.5851	119.592	5.44165	36.2978	16.6179	112.789	9.60538	43.404	11.5816	54.8611	10.0999	79.4803	20.3293	52.957	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	112.451	717.644	122.229	787.877	123.977	810.46	152.667	995.004	26.3724	160.607	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.25754	28.4928	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1253.49	7994.62	1.80766	13.6424	5.93271e-008	0.148528	198.04	1306.71	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.70637	-0.000154551	
1.0368e+007	7.79705	39.301	7.55205	67.9685	27.5851	119.592	5.84311	35.8964	17.9317	111.476	9.89683	43.1125	12.0046	54.4382	11.4735	78.1067	20.6518	52.6345	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	114.024	716.07	123.546	786.56	124.975	809.462	154.029	993.642	26.7853	160.194	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.26164	28.4887	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1264.79	7983.33	1.80766	13.6424	3.93005e-007	0.148528	199.56	1305.19	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.68534	0.0208747	
1.296e+007	7.79705	39.301	7.55205	67.9685	27.5851	119.592	6.22282	35.5167	19.1096	110.298	10.1278	42.8816	12.4554	53.9874	12.2469	77.3333	21.031	52.2553	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	115.61	714.485	124.891	785.215	126.051	808.386	155.935	991.737	27.0959	159.883	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.30737	28.4429	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1276.08	7972.04	1.80766	13.6424	4.08577e-007	0.148528	201.192	1303.55	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.68691	0.0193087	
1.5552e+007	7.79705	39.301	7.55205	67.9685	27.5851	119.592	6.62339	35.1161	20.394	109.013	10.357	42.6523	12.9838	53.459	12.7889	76.7912	21.4266	51.8597	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	117.128	712.966	126.075	784.031	127.05	807.387	158.066	989.605	27.4756	159.504	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.32144	28.4289	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1287.37	7960.74	1.80766	13.6424	5.97582e-007	0.148527	202.857	1301.89	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.70823	-0.00201845	
1.8144e+007	7.79705	39.301	7.55205	67.9685	27.5851	119.592	7.0095	34.73	21.6133	107.794	10.6432	42.3662	13.5125	52.9303	13.3195	76.2607	22.0894	51.1969	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	118.675	711.42	127.211	782.896	128.018	806.418	159.966	987.705	27.9212	159.058	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.30877	28.4415	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1298.67	7949.45	1.80766	13.6424	6.23903e-007	0.148527	204.554	1300.19	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.70796	-0.00175018	
2.0736e+007	7.79705	39.301	7.55205	67.9685	27.5851	119.592	7.35592	34.3836	22.7138	106.694	10.8963	42.1131	14.1698	52.273	13.7785	75.8017	22.8528	50.4335	9.86926	60.6255	5.81901	58.8367	1.2137	16.1248	120.302	709.793	128.336	781.77	129.002	805.435	161.527	986.144	28.4942	158.485	19.689	131.765	64.1064	429.02	1.85678	12.4261	23.7494	109.924	23.948	110.844	1.91855	8.88004	4.29659	28.4537	1.23176	11.0858	0.544394	8.52885	0.91936	7.43845	0.597745	6.04387	1309.96	7938.16	1.80766	13.6424	6.48001e-007	0.148527	206.408	1298.34	44.6904	299.082	190.94	1277.83	1.28254	10.377	0	8.56027	2.70909	-0.00287157	
